Rndrng_NPI,Rndrng_Prvdr_Last_Org_Name,Rndrng_Prvdr_First_Name,Rndrng_Prvdr_City,Rndrng_Prvdr_State_Abrvtn,Rndrng_Prvdr_Zip5,Rndrng_Prvdr_RUCA,Rndrng_Prvdr_Type,HCPCS_Cd,HCPCS_Desc,Place_Of_Srvc,Tot_Benes,Tot_Srvcs,Tot_Bene_Day_Srvcs,Avg_Sbmtd_Chrg,Avg_Mdcr_Alowd_Amt,Avg_Mdcr_Pymt_Amt,Avg_Mdcr_Stdzd_Amt
1720466246,Skurat,Angela,Florissant,MO,63031,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,291,1592.0,1592,31.721733668,25.761991206,18.938737437,18.938737437
1720485600,Easley,Amy,Jackson,MS,39216,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,27,48.0,48,15.0,14.81,9.31,9.31
1730103672,Garcia,Marco,Elmhurst,NY,11373,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,16,16.0,16,35.0,23.32,18.58,15.26
1730104613,Banaszynski,Brenda,Merrill,WI,54452,4,Family Practice,Q3014,Telehealth originating site facility fee,O,16,22.0,22,40.0,25.749090909,19.568181818,19.568181818
1730108192,Steele,Terri,Birmingham,AL,35235,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,66,111.0,111,30.0,25.814234234,16.39018018,16.39018018
1730119074,Petrie,Russell,Newport Beach,CA,92660,1,Orthopedic Surgery,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,12,13.0,13,170.0,61.6,49.14,45.78
1730122029,Thorp,Richard,Chico,CA,95926,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,528,528.0,528,21.0,20.422083333,16.168087121,15.15967803
1730122029,Thorp,Richard,Chico,CA,95926,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,533,1487.0,1487,69.0,67.728298588,53.52736382,49.874862139
1730124520,Ikeda,Daniel,Sacramento,CA,95816,1,Pulmonary Disease,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,13,13.0,13,65.0,21.04,16.83,15.26
1730124520,Ikeda,Daniel,Sacramento,CA,95816,1,Pulmonary Disease,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,16,49.0,49,210.0,69.77,55.8,50.29
1730138843,Fredericks,Ruth,Jackson,MS,39216,1,Neurology,Q3014,Telehealth originating site facility fee,O,143,172.0,172,18.069767442,17.699418605,12.268023256,12.363953488
1730159864,Cartee,Rhonda,Moncks Corner,SC,29461,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,289,639.0,639,28.0,25.737496088,20.1342723,20.1342723
1730165341,Ali,Mehrunissa,Warrensburg,MO,64093,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,87,325.0,325,50.824615385,25.772430769,18.428923077,18.428923077
1730208158,Montgomery,Lyle,Ogdensburg,NY,13669,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,14,19.0,19,32.422105263,24.503684211,18.53,18.53
1730260787,Warlick,Christopher,Minneapolis,MN,55455,1,Urology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,13,14.0,14,30.0,14.28,11.41,11.59
1730272584,Baliga,Bantwal,Columbus,GA,31904,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,24,24.0,24,100.0,17.29,13.78,15.26
1730272584,Baliga,Bantwal,Columbus,GA,31904,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,20,44.0,44,80.0,56.85,45.3,50.29
1730272584,Baliga,Bantwal,Columbus,GA,31904,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,20,44.0,44,90.0,48.06,38.3,40.4
1730282070,Davidson,Christopher,Pensacola,FL,32514,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,211,771.0,771,24.007782101,23.662036316,16.874954604,16.874954604
1730321027,Behar,Brenda,Far Rockaway,NY,11691,1,Physician Assistant,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,21,40.0,40,25.99,19.9,15.86,12.97
1730321027,Behar,Brenda,Far Rockaway,NY,11691,1,Physician Assistant,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,16,42.0,42,80.99,64.93,51.73,42.74
1730332800,Pakalns,Ruta,Wisconsin Rapids,WI,54494,4,Family Practice,Q3014,Telehealth originating site facility fee,O,46,54.0,54,40.0,25.774444444,18.332037037,18.332037037
1730334723,Fieldsmith,Reta,Terrell,TX,75160,4.1,Nurse Practitioner,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,15,20.0,20,32.5,12.0465,9.1295,9.3765
1730483082,Stephens,Elisa,Flagstaff,AZ,86004,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,13,21.0,21,25.788095238,25.473809524,15.392380952,15.392380952
1730495763,Butler,Angelique,Springfield,MO,65804,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,45,113.0,113,30.0,25.903097345,12.051150442,12.051150442
1730511924,Fonville,Necole,Wilmington,NC,28405,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,15,15.0,15,28.0,25.743333333,19.838666667,19.838666667
1730622739,Shetti,Kosha,Dallas,TX,75209,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,61,478.0,478,30.59832636,25.769539749,18.571276151,18.571276151
1730660010,Foster,Kaleigh,Texarkana,TX,75503,1,Nurse Practitioner,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,56,65.0,65,25.0,11.982923077,9.4030769231,9.7043076923
1740236694,Thompson,Jason,Birmingham,AL,35235,1,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,12,21.0,21,70.0,47.44,37.9,40.4
1740239227,Lavery,John,Allen,TX,75013,1,Rheumatology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,19,19.0,19,60.0,17.91,14.27,15.26
1740239227,Lavery,John,Allen,TX,75013,1,Rheumatology,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,18,25.0,25,200.0,59.16,47.14,50.29
1740241207,Polam,Uma,Greenbelt,MD,20770,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,17,17.0,17,50.0,23.12,18.43,15.26
1740241207,Polam,Uma,Greenbelt,MD,20770,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,17,78.0,78,100.0,76.19,60.73,50.29
1740241207,Polam,Uma,Greenbelt,MD,20770,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,13,43.0,43,100.0,57.8,46.07,40.4
1740252741,Hughes,Gina,Springfield,MA,1103,1,Certified Clinical Nurse Specialist,Q3014,Telehealth originating site facility fee,O,19,23.0,23,23.0,22.774782609,10.974782609,10.974782609
1740285998,Mcmullen,Jill,Tomah,WI,54660,7,Family Practice,Q3014,Telehealth originating site facility fee,O,13,15.0,15,39.0,25.786,17.766666667,17.766666667
1740292895,Africano,Ernesto,Silver Spring,MD,20901,1,Cardiology,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,35,37.0,37,180.0,57.72,45.99,40.702162162
1740309301,Booker,Cherie,Redding,CA,96002,1,Nurse Practitioner,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,88,135.0,135,100.0,49.609185185,39.053185185,38.437925926
1740361617,Gamse,Andrea,Austin,TX,78701,1,Physician Assistant,Q3014,Telehealth originating site facility fee,O,36,75.0,75,45.0,25.7412,19.953333333,19.953333333
1740419092,Vasu,Kavita,Elmhurst,NY,11373,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,17,51.0,51,35.0,25.804117647,16.882352941,16.882352941
1740425479,Hubbard,Mandy,Jesup,GA,31545,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,23,33.0,33,25.939393939,25.584242424,17.244848485,17.244848485
1740489004,Hassan,Farah,El Dorado Springs,MO,64744,7,Psychiatry,Q3014,Telehealth originating site facility fee,O,61,279.0,279,50.860215054,25.782759857,17.929283154,17.929283154
1740504810,Staab-Peters,Jamie,Omaha,NE,68105,1,Nurse Practitioner,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,14,14.0,14,61.0,15.026428571,11.970714286,12.97
1740504810,Staab-Peters,Jamie,Omaha,NE,68105,1,Nurse Practitioner,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,14,57.0,57,135.0,49.557368421,39.493157895,42.74
1740504810,Staab-Peters,Jamie,Omaha,NE,68105,1,Nurse Practitioner,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,13,54.0,54,115.0,40.21,32.05,34.34
1740514116,Shukla,Dave,Newport Beach,CA,92660,1,Orthopedic Surgery,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,12,13.0,13,170.0,61.31,48.85,45.78
1740521913,Maldonado,Markie,Woodland,CA,95695,1,Physician Assistant,Q3014,Telehealth originating site facility fee,O,21,65.0,65,53.0,25.731384615,20.434923077,20.434923077
1740537125,Arnow,Deborah,Reno,NV,89502,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,20,133.0,133,56.262481203,25.740601504,19.987067669,19.987067669
1740539733,Khan,Malik,Grand Rapids,MI,49546,1,Pulmonary Disease,Q3014,Telehealth originating site facility fee,O,19,22.0,22,44.272727273,25.780909091,18.014090909,18.014090909
1740615749,Baumer,Donald,Anacortes,WA,98221,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,34,117.0,117,35.0,25.74974359,19.535982906,19.535982906
1740662394,Curphy,Joshua,Iowa City,IA,52246,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,15,17.0,17,50.0,25.73,20.5,20.5
1750347449,Bellavia,Thomas,Hasbrouck Heights,NJ,7604,1,Family Practice,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,36,37.0,37,25.635135135,22.499189189,17.434864865,14.911351351
1750347449,Bellavia,Thomas,Hasbrouck Heights,NJ,7604,1,Family Practice,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,30,65.0,65,83.0,74.500153846,59.360461538,50.410615385
1750347449,Bellavia,Thomas,Hasbrouck Heights,NJ,7604,1,Family Practice,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,23,36.0,36,64.0,56.56,45.08,40.4
1750351235,Cooper,Lisa,Laconia,NH,3246,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,200,527.0,527,30.0,25.732390892,20.383301708,20.383301708
1750367967,Gowda,Bhaskar,Chesterfield,MO,63017,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,74,134.0,134,50.910447761,25.837761194,15.242238806,15.242238806
1750386553,Jennings,Larry,Marshall,AR,72650,10,Family Practice,Q3014,Telehealth originating site facility fee,O,32,92.0,92,25.0,24.737065217,12.882173913,12.882173913
1750421756,Whiteley,Amanda,Austin,TX,78731,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,15,17.0,17,80.0,24.725294118,8.7276470588,9.9735294118
1750449732,Kenny,John,Scarsdale,NY,10583,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,28,31.0,31,40.97516129,25.17,15.526129032,15.526129032
1750472361,Hammer,Michaela,Vero Beach,FL,32960,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,131,811.0,811,30.298397041,25.73811344,20.104389642,20.104389642
1750489043,Songbandith,Victor,El Paso,TX,79936,1,Family Practice,Q3014,Telehealth originating site facility fee,O,101,213.0,213,45.0,25.776056338,18.254131455,18.254131455
1750489340,Wininger,Eric,Freehold,NJ,7728,1,Endocrinology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,11,12.0,12,25.0,15.32,12.21,11.59
1750566402,Perlman,Craig,Bethpage,NY,11714,1,Internal Medicine,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,26,33.0,33,100.0,66.036060606,51.180606061,44.383030303
1750588471,Khatkhate,Gauri,Hines,IL,60141,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,76,121.0,121,31.38,25.73,20.5,20.5
1750627493,Fridrick,Richard,Lenoir City,TN,37771,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,12,17.0,17,50.0,25.754705882,19.294117647,19.294117647
1750645743,Lafrenierre,Stefani,Escondido,CA,92025,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,22,46.0,46,32.532173913,25.73,20.5,20.5
1750649455,Obasi,Ikenna,Woodbury,MN,55125,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,16,17.0,17,29.823529412,25.827058824,15.760588235,15.760588235
1750662995,Davis,James,Phoenix,AZ,85054,1,Pulmonary Disease,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,63,64.0,64,20.0,18.55,14.78,15.26
1750735825,Amematsro,Fred,Greensboro,NC,27401,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,19,20.0,20,27.0,25.835,15.375,15.375
1750760948,Brown,Ryan,Austin,TX,78723,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,23,23.0,23,33.836521739,25.74826087,19.608695652,19.608695652
1750794319,Chambers,Quentin,Chesterfield,MO,63017,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,33,111.0,111,24.0,23.623423423,18.65045045,18.65045045
1760407936,Lyapis,Victor,Colusa,CA,95932,7,General Practice,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,28,29.0,29,85.0,15.88,12.55,12.020344828
1760429799,Hiser,Wesley,Casper,WY,82601,1,Interventional Cardiology,Q3014,Telehealth originating site facility fee,O,44,44.0,44,36.727272727,25.293409091,20.182272727,20.625454545
1760499156,Brandyberry,Lisa,Concord,NC,28025,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,16,16.0,16,25.0,24.625,18.375,18.375
1760499826,Ganti,Vinu,Germantown,MD,20874,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,25,39.0,39,45.0,16.14,12.86,11.58
1760568398,Davis,Tearsanee,Jackson,MS,39216,1,Nurse Practitioner,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,84,84.0,84,78.0,46.125714286,36.259166667,38.352142857
1760593180,Holbrook,Thomas,Hartland,WI,53029,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,235,978.0,978,31.38,25.730429448,20.479038855,20.479038855
1760610067,Fox,David,Chicago,IL,60611,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,12,13.0,13,35.0,15.671538462,11.566153846,10.689230769
1760615033,Borengasser,Carrie,Little Rock,AR,72209,1,Physician Assistant,Q3014,Telehealth originating site facility fee,O,65,72.0,72,35.0,25.7475,19.645833333,19.645833333
1760638886,Tran,Susan,Green Bay,WI,54311,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,52,253.0,253,35.0,25.656679842,18.796482213,18.904782609
1760777031,Graham Steinhauer,Jessica,Fargo,ND,58103,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,97,272.0,272,51.0,25.791139706,17.516176471,17.516176471
1760984454,Klaverweiden,Paul,Salisbury,MD,21804,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,28,49.0,49,27.0,25.73,20.5,20.5
1770051229,Rae,Benjamin,Mountlake Terrace,WA,98043,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,21,21.0,21,50.0,25.73,20.5,20.5
1770508582,Dheeriya,Ujjwala,Torrance,CA,90505,1,Family Practice,Q3014,Telehealth originating site facility fee,O,35,40.0,40,25.76,25.35,20.2,20.2
1770526410,Kilgore,John,Clearwater,FL,33756,1,Orthopedic Surgery,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,23,38.0,38,520.0,60.718684211,47.650526316,49.478421053
1770543795,Bishop,Troy,Cuyahoga Falls,OH,44223,1,Internal Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,29,29.0,29,33.0,17.59,14.01,15.207241379
1770543795,Bishop,Troy,Cuyahoga Falls,OH,44223,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,28,71.0,71,109.0,57.92,46.15,50.29
1770566341,Hashmi,Shahzad,Gainesville,GA,30501,1,Psychiatry,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,16,16.0,16,35.0,19.16,15.27,15.26
1770566341,Hashmi,Shahzad,Gainesville,GA,30501,1,Psychiatry,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,14,42.0,42,85.0,63.05,50.25,50.29
1770566341,Hashmi,Shahzad,Gainesville,GA,30501,1,Psychiatry,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,19,59.0,59,65.0,50.82,40.5,40.4
1770566523,Mikos,Stephen,Roswell,GA,30076,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,12,20.0,20,95.0,60.67,48.51,50.29
1770566523,Mikos,Stephen,Roswell,GA,30076,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,85,577.0,577,65.0,48.901195841,38.169168111,39.498024263
1770584070,Fernan,Kathleen,Ridgway,PA,15853,7,Family Practice,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,31,37.0,37,45.0,14.256216216,11.043243243,11.274864865
1770678880,Daly,James,Naperville,IL,60563,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,22,60.0,60,48.0,25.7625,18.9155,18.9155
1770779225,Wicher,Christopher,Missoula,MT,59808,1,Urology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,28,28.0,28,40.0,19.67,15.73,15.545357143
1770783599,Urubusi,Joy,St Charles,IL,60175,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,18,68.0,68,125.05882353,25.760882353,18.992647059,18.992647059
1770805277,Lambert,Theresa,Royal Oak,MI,48067,1,Certified Clinical Nurse Specialist,Q3014,Telehealth originating site facility fee,O,164,616.0,616,35.0,25.789983766,17.574886364,17.574886364
1770833881,Gentry,Shelly,Muskego,WI,53150,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,68,104.0,104,25.0,24.615384615,18.846153846,18.846153846
1770933046,Biller,Shelby,Corbin,KY,40701,4,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,63,190.0,190,76.257894737,25.784052632,17.862631579,17.864789474
1770989410,Toussaint,Tracy,Marysville,CA,95901,1,Nurse Practitioner,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,29,33.0,33,25.46,21.29,16.96,12.97
1770989410,Toussaint,Tracy,Marysville,CA,95901,1,Nurse Practitioner,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,50,128.0,128,50.458828125,47.89546875,38.161484375,42.741484375
1770989410,Toussaint,Tracy,Marysville,CA,95901,1,Nurse Practitioner,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,49,122.0,122,61.363032787,51.37942623,40.939672131,34.34
1780011908,Lospaluto,Felicia,Greendale,WI,53129,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,125,236.0,236,30.0,25.794279661,13.647669492,13.723855932
1780027938,Abokede,Eseoghene,Ladysmith,WI,54848,7,Family Practice,Q3014,Telehealth originating site facility fee,O,65,85.0,85,40.0,25.804117647,16.882352941,16.882352941
1780091512,Donaldson-Vargha,Sarah,Bloomington,IN,47403,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,77,153.0,153,40.0,25.743137255,19.857320261,19.857320261
1780625822,Sandoval,Carlos,Key Largo,FL,33037,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,22,24.0,24,49.027083333,25.7475,19.645833333,19.645833333
1780654186,Ehrlich,Michael,Ruston,LA,71270,4,Neurology,Q3014,Telehealth originating site facility fee,O,102,253.0,253,30.0,25.787470356,17.69770751,17.69770751
1780664524,Richman,Craig,Centre Hall,PA,16828,2,Psychiatry,Q3014,Telehealth originating site facility fee,O,29,37.0,37,25.97972973,25.628378378,17.153513514,17.153513514
1780667444,Win,Arthur,Springfield,OH,45504,1,Internal Medicine,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,23,43.0,43,15.0,14.159767442,10.755348837,11.07
1780679803,Mclemore,Theodore,Paris,TX,75460,4,Pulmonary Disease,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,363,673.0,673,60.0,49.157028232,38.786047548,39.942095097
1780689398,Khosla,Uday,Houston,TX,77098,1,Nephrology,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",O,11,12.0,12,79.0,19.57,15.64,15.26
1780723338,Malaty,Raga,Morgan City,LA,70380,4,Psychiatry,Q3014,Telehealth originating site facility fee,O,52,63.0,63,30.0,25.743333333,19.849206349,19.849206349
1780733618,Sabo,Robert,Somers Point,NJ,8244,1,Neurosurgery,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,14,31.0,31,130.0,60.26,48.03,45.78
1780742882,Clinton,John,Columbia,SC,29203,1,Licensed Clinical Social Worker,Q3014,Telehealth originating site facility fee,O,73,188.0,188,28.0,25.73,20.5,20.5
1780772673,Halickman,Jack,Palm Beach Gardens,FL,33410,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,11,11.0,11,120.0,64.16,51.12,50.29
1780775098,Gomez,Edwin,Weston,FL,33326,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,23,75.0,75,50.0,25.740533333,19.9836,19.9836
1780779827,Jajesnica,Jessica,Bellevue,WA,98004,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,18,42.0,42,35.0,25.74,20.011904762,20.011904762
1780784645,Nanney,Gregory,Newton,KS,67114,4,Medical Oncology,Q3014,Telehealth originating site facility fee,O,18,20.0,20,76.2,25.751,19.475,19.475
1780828954,Kaul,Aarti,Pittsburgh,PA,15212,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,20,34.0,34,25.0,24.716764706,13.868529412,13.868529412
1780849034,Yamini,David,Santa Monica,CA,90404,1,Gastroenterology,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,16,18.0,18,50.0,15.61,12.44,11.59
1780863332,Bregman,Benjamin,Winston Salem,NC,27103,1,Internal Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",O,58,63.0,63,55.0,48.825714286,38.344920635,39.76968254
1780903203,Goltser,Anatoliy,Brooklyn,NY,11219,1,Emergency Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,12,13.0,13,47.58,22.999230769,18.323076923,15.26
1780903203,Goltser,Anatoliy,Brooklyn,NY,11219,1,Emergency Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,11,12.0,12,73.68,35.804166667,28.525,25.43
1780922500,Tabor,Shirley,Tampa,FL,33604,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,20,61.0,61,28.0,25.73,20.5,20.5
1780923797,Garfield,Pamela,Albuquerque,NM,87109,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,104,296.0,296,23.0,22.68347973,15.424256757,15.424256757
1780951996,Hale,Anthony,Milwaukee,WI,53222,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,65,431.0,431,65.0,25.78262181,17.932111369,17.932111369
1780972307,Palmerston,Janet,Savannah,GA,31406,1,"Psychologist, Clinical",Q3014,Telehealth originating site facility fee,O,44,114.0,114,28.0,25.73,20.5,20.5
1780983569,Vichich,Robert,Louisville,KY,40207,1,Emergency Medicine,99453,"Remote monitoring of physiologic parameters, initial set-up and patient education on use of equipment",F,50,52.0,52,47.1225,21.915,17.503846154,15.26
1780983569,Vichich,Robert,Louisville,KY,40207,1,Emergency Medicine,99457,"Remote monitoring of physiologic parameters management services, 20 minutes or more of qualified health care professional time per calendar month",F,38,40.0,40,72.759,34.6795,27.6985,25.43
1790167419,Boldon,Katelyn,Hilliard,OH,43026,1,Nurse Practitioner,Q3014,Telehealth originating site facility fee,O,82,105.0,105,30.0,25.745428571,19.747619048,19.747619048
1790703809,Miranda,Dalton,Petoskey,MI,49770,7,Cardiology,Q3014,Telehealth originating site facility fee,O,26,32.0,32,25.7475,24.75,18.4871875,19.105625
1790710895,Lechin,Alex,Houston,TX,77034,1,Internal Medicine,99091,"Collection and interpretation of physical parameters stored in computers and/or transmitted by the patient and/or caregiver to qualified health care professional, requiring 30 minutes or more, per 30 days",O,62,188.0,188,59.21,58.289893617,45.945957447,45.292978723
1790739365,Mufti,Rizwan,Lathrup Village,MI,48076,1,Psychiatry,Q3014,Telehealth originating site facility fee,O,41,90.0,90,26.15,25.764888889,18.800444444,18.800444444
1790742005,Idupuganti,Sudharam,Brooklyn,NY,11209,1,Psychiatry,G2012,"Brief communication technology-based service, e.g. virtual check-in, by a physician or other qualified health care professional who can report evaluation and management services, provided to an established patient, not originating from a related e/m servic",O,22,36.0,36,47.222222222,15.907222222,12.318055556,11.268055556
1790751949,Gupta,Ravi,Chandler,AZ,85224,1,Internal Medicine,99454,"Remote monitoring of physiologic parameters, initial supply of devices with daily recordings or programmed alerts transmission, each 30 days",O,19,107.0,107,90.0,61.797009346,47.50271028,48.492990654
